date,ticker,series_label,open,high,low,close,adj_close,volume
2023-11-20,^VIX,cboe_volatility_index,14.260000228881836,14.3100004196167,13.390000343322754,13.40999984741211,13.40999984741211,0
2023-11-21,^VIX,cboe_volatility_index,13.449999809265137,14.3100004196167,13.130000114440918,13.350000381469727,13.350000381469727,0
2023-11-22,^VIX,cboe_volatility_index,13.079999923706055,13.25,12.819999694824219,12.850000381469727,12.850000381469727,0
2023-11-24,^VIX,cboe_volatility_index,13.029999732971191,13.170000076293945,12.449999809265137,12.460000038146973,12.460000038146973,0
2023-11-27,^VIX,cboe_volatility_index,13.140000343322754,13.279999732971191,12.640000343322754,12.6899995803833,12.6899995803833,0
2023-11-28,^VIX,cboe_volatility_index,12.779999732971191,14.300000190734863,12.5600004196167,12.6899995803833,12.6899995803833,0
2023-11-29,^VIX,cboe_volatility_index,12.710000038146973,13.100000381469727,12.479999542236328,12.979999542236328,12.979999542236328,0
2023-11-30,^VIX,cboe_volatility_index,13.069999694824219,13.390000343322754,12.819999694824219,12.920000076293945,12.920000076293945,0
2023-12-01,^VIX,cboe_volatility_index,12.9399995803833,12.960000038146973,12.479999542236328,12.630000114440918,12.630000114440918,0
2023-12-04,^VIX,cboe_volatility_index,13.279999732971191,13.699999809265137,12.979999542236328,13.079999923706055,13.079999923706055,0
2023-12-05,^VIX,cboe_volatility_index,13.260000228881836,13.760000228881836,12.8100004196167,12.850000381469727,12.850000381469727,0
2023-12-06,^VIX,cboe_volatility_index,12.779999732971191,13.029999732971191,12.640000343322754,12.970000267028809,12.970000267028809,0
2023-12-07,^VIX,cboe_volatility_index,13.170000076293945,13.279999732971191,12.949999809265137,13.0600004196167,13.0600004196167,0
2023-12-08,^VIX,cboe_volatility_index,13.140000343322754,13.239999771118164,12.350000381469727,12.350000381469727,12.350000381469727,0
2023-12-11,^VIX,cboe_volatility_index,13.050000190734863,13.140000343322754,12.609999656677246,12.630000114440918,12.630000114440918,0
2023-12-12,^VIX,cboe_volatility_index,12.6899995803833,12.739999771118164,11.8100004196167,12.069999694824219,12.069999694824219,0
2023-12-13,^VIX,cboe_volatility_index,12.199999809265137,12.460000038146973,11.819999694824219,12.1899995803833,12.1899995803833,0
2023-12-14,^VIX,cboe_volatility_index,11.960000038146973,12.739999771118164,11.84000015258789,12.479999542236328,12.479999542236328,0
2023-12-15,^VIX,cboe_volatility_index,12.119999885559082,12.539999961853027,12.010000228881836,12.279999732971191,12.279999732971191,0
2023-12-18,^VIX,cboe_volatility_index,12.619999885559082,12.640000343322754,12.399999618530273,12.5600004196167,12.5600004196167,0
2023-12-19,^VIX,cboe_volatility_index,12.600000381469727,12.600000381469727,12.329999923706055,12.529999732971191,12.529999732971191,0
2023-12-20,^VIX,cboe_volatility_index,12.630000114440918,13.930000305175781,12.289999961853027,13.670000076293945,13.670000076293945,0
2023-12-21,^VIX,cboe_volatility_index,13.399999618530273,14.489999771118164,13.34000015258789,13.649999618530273,13.649999618530273,0
2023-12-22,^VIX,cboe_volatility_index,13.720000267028809,13.960000038146973,13.0,13.029999732971191,13.029999732971191,0
2023-12-26,^VIX,cboe_volatility_index,13.770000457763672,13.800000190734863,12.960000038146973,12.989999771118164,12.989999771118164,0
2023-12-27,^VIX,cboe_volatility_index,13.020000457763672,13.039999961853027,12.369999885559082,12.430000305175781,12.430000305175781,0
2023-12-28,^VIX,cboe_volatility_index,12.4399995803833,12.649999618530273,12.380000114440918,12.470000267028809,12.470000267028809,0
2023-12-29,^VIX,cboe_volatility_index,12.550000190734863,13.1899995803833,12.359999656677246,12.449999809265137,12.449999809265137,0
2024-01-02,^VIX,cboe_volatility_index,13.220000267028809,14.229999542236328,13.100000381469727,13.199999809265137,13.199999809265137,0
2024-01-03,^VIX,cboe_volatility_index,13.350000381469727,14.220000267028809,13.329999923706055,14.039999961853027,14.039999961853027,0
2024-01-04,^VIX,cboe_volatility_index,13.930000305175781,14.199999809265137,13.640000343322754,14.130000114440918,14.130000114440918,0
2024-01-05,^VIX,cboe_volatility_index,14.239999771118164,14.579999923706055,13.289999961853027,13.350000381469727,13.350000381469727,0
2024-01-08,^VIX,cboe_volatility_index,14.0,14.180000305175781,13.020000457763672,13.079999923706055,13.079999923706055,0
2024-01-09,^VIX,cboe_volatility_index,13.199999809265137,13.449999809265137,12.739999771118164,12.760000228881836,12.760000228881836,0
2024-01-10,^VIX,cboe_volatility_index,12.859999656677246,12.949999809265137,12.670000076293945,12.6899995803833,12.6899995803833,0
2024-01-11,^VIX,cboe_volatility_index,12.640000343322754,13.3100004196167,12.350000381469727,12.4399995803833,12.4399995803833,0
2024-01-12,^VIX,cboe_volatility_index,12.65999984741211,13.079999923706055,12.470000267028809,12.699999809265137,12.699999809265137,0
2024-01-16,^VIX,cboe_volatility_index,14.119999885559082,14.350000381469727,13.520000457763672,13.84000015258789,13.84000015258789,0
2024-01-17,^VIX,cboe_volatility_index,14.59000015258789,15.399999618530273,14.380000114440918,14.789999961853027,14.789999961853027,0
2024-01-18,^VIX,cboe_volatility_index,14.850000381469727,14.890000343322754,13.890000343322754,14.130000114440918,14.130000114440918,0
2024-01-19,^VIX,cboe_volatility_index,13.800000190734863,14.579999923706055,13.279999732971191,13.300000190734863,13.300000190734863,0
2024-01-22,^VIX,cboe_volatility_index,13.770000457763672,13.84000015258789,13.170000076293945,13.1899995803833,13.1899995803833,0
2024-01-23,^VIX,cboe_volatility_index,13.199999809265137,13.289999961853027,12.529999732971191,12.550000190734863,12.550000190734863,0
2024-01-24,^VIX,cboe_volatility_index,12.65999984741211,13.180000305175781,12.40999984741211,13.140000343322754,13.140000343322754,0
2024-01-25,^VIX,cboe_volatility_index,13.180000305175781,13.579999923706055,13.0600004196167,13.449999809265137,13.449999809265137,0
2024-01-26,^VIX,cboe_volatility_index,13.729999542236328,14.100000381469727,13.199999809265137,13.260000228881836,13.260000228881836,0
2024-01-29,^VIX,cboe_volatility_index,13.979999542236328,15.350000381469727,13.59000015258789,13.600000381469727,13.600000381469727,0
2024-01-30,^VIX,cboe_volatility_index,13.6899995803833,13.739999771118164,13.229999542236328,13.3100004196167,13.3100004196167,0
2024-01-31,^VIX,cboe_volatility_index,13.420000076293945,14.609999656677246,13.180000305175781,14.350000381469727,14.350000381469727,0
2024-02-01,^VIX,cboe_volatility_index,14.210000038146973,14.630000114440918,13.869999885559082,13.880000114440918,13.880000114440918,0
2024-02-02,^VIX,cboe_volatility_index,13.949999809265137,14.229999542236328,13.390000343322754,13.850000381469727,13.850000381469727,0
2024-02-05,^VIX,cboe_volatility_index,14.369999885559082,14.529999732971191,13.579999923706055,13.670000076293945,13.670000076293945,0
2024-02-06,^VIX,cboe_volatility_index,13.569999694824219,13.779999732971191,12.979999542236328,13.0600004196167,13.0600004196167,0
2024-02-07,^VIX,cboe_volatility_index,13.0600004196167,13.130000114440918,12.8100004196167,12.829999923706055,12.829999923706055,0
2024-02-08,^VIX,cboe_volatility_index,12.949999809265137,13.170000076293945,12.739999771118164,12.789999961853027,12.789999961853027,0
2024-02-09,^VIX,cboe_volatility_index,12.789999961853027,13.010000228881836,12.6899995803833,12.930000305175781,12.930000305175781,0
2024-02-12,^VIX,cboe_volatility_index,13.479999542236328,13.9399995803833,13.34000015258789,13.930000305175781,13.930000305175781,0
